Study_ID,Author_year,Publication_year,Country_firstAuthor,Effect_ID,Species_common,Species_Scientific,Invertebrate_vertebrate,Fish_mollusc,Moisture_loss_in_percent,PFAS_type,PFAS_carbon_chain,linear_total,Choice_of_9,Cooking_method,Cooking_Category,Comments_cooking,Temperature_in_Celsius,Length_cooking_time_in_s,Water,Oil,Oil_type,Volume_liquid_ml,Volume_liquid_ml_0,Ratio_liquid_fish,Weigh_g_sample,Cohort_ID,Cohort_comment,Cohort_comment_2,Nc,Pooled_Nc,Unit_PFAS_conc,Mc,Mc_comment,Sc,sd,Sc_technical_biological,Ne,Pooled_Ne,Me,Me_comment,Se,Se_technical_biological,If_technical_how_many,Unit_LOD_LOQ,LOD,LOQ,Design,DataSource,Raw_data_provided,General_comments,checked
F008,Luo_2019,2019,Korea,E264,Fish cake,?,?,,NA,PFNA,9,,Yes,Blanching,water-based,NA,100,20,Yes,No,NA,NA,NA,NA,200,C036,Shared control,NA,1,1,ng/g,0.07,NA,0.01,sd,technical,1,1,0.06,NA,0.01,technical,,ng/g,0.03,0.08,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E265,Fish cake,?,?,,NA,PFNA,9,,Yes,Boiling,water-based,NA,100,1200,Yes,No,NA,600,600,3,200,C037,Shared control,NA,1,1,ng/g,0.07,NA,0.01,sd,technical,1,1,0.03,LOD,0,technical,,ng/g,0.03,0.08,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E266,Fish cake,?,?,,NA,PFNA,9,,Yes,Frying,oil-based,NA,200,90,Yes,No,NA,500,500,2.5,200,C038,Shared control,NA,1,1,ng/g,0.07,NA,0.01,sd,technical,1,1,0.03,NA,0.01,technical,,ng/g,0.03,0.08,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E267,Fish cake,?,?,,NA,PFNA,9,,Yes,Stir-frying,oil-based,NA,220,180,No,Yes,soybean oil,8.5,8.5,0.085,100,C039,Shared control,NA,1,1,ng/g,0.07,NA,0.01,sd,technical,1,1,0.03,NA,0,technical,,ng/g,0.03,0.08,NA,Table 2,No,"Stir-frying temperature anticipated (not provided in paper): 220 C according to Wang, Z., Cai, R., Yang, X., Gao, Z., Yuan, Y., & Yue, T. (2021). Changes in aroma components and potential Maillard
reaction products during the stir-frying of pork slices. Food Control, 123,
107855.",
F008,Luo_2019,2019,Korea,E268,Fish cake,?,?,,NA,PFDA,10,,Yes,Blanching,water-based,NA,100,5,Yes,No,NA,NA,NA,NA,200,C034,Shared control,NA,1,1,ng/g,0.07,NA,0.02,sd,technical,1,1,0.06,NA,0.02,technical,,ng/g,0.04,0.11,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E269,Fish cake,?,?,,NA,PFDA,10,,Yes,Blanching,water-based,NA,100,10,Yes,No,NA,NA,NA,NA,200,C035,Shared control,NA,1,1,ng/g,0.07,NA,0.02,sd,technical,1,1,0.07,NA,0,technical,,ng/g,0.04,0.11,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E270,Fish cake,?,?,,NA,PFDA,10,,Yes,Blanching,water-based,NA,100,20,Yes,No,NA,NA,NA,NA,200,C036,Shared control,NA,1,1,ng/g,0.07,NA,0.02,sd,technical,1,1,0.05,NA,0.03,technical,,ng/g,0.04,0.11,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E271,Fish cake,?,?,,NA,PFDA,10,,Yes,Boiling,water-based,NA,100,1200,Yes,No,NA,600,600,3,200,C037,Shared control,NA,1,1,ng/g,0.07,NA,0.02,sd,technical,1,1,0.04,LOD,0,technical,,ng/g,0.04,0.11,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E272,Fish cake,?,?,,NA,PFDA,10,,Yes,Frying,oil-based,NA,200,90,Yes,No,NA,500,500,2.5,200,C038,Shared control,NA,1,1,ng/g,0.07,NA,0.02,sd,technical,1,1,0.04,NA,0.01,technical,,ng/g,0.04,0.11,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E273,Fish cake,?,?,,NA,PFDA,10,,Yes,Stir-frying,oil-based,NA,220,180,No,Yes,soybean oil,8.5,8.5,0.085,100,C039,Shared control,NA,1,1,ng/g,0.07,NA,0.02,sd,technical,1,1,0.05,NA,0,technical,,ng/g,0.04,0.11,NA,Table 2,No,"Stir-frying temperature anticipated (not provided in paper): 220 C according to Wang, Z., Cai, R., Yang, X., Gao, Z., Yuan, Y., & Yue, T. (2021). Changes in aroma components and potential Maillard
reaction products during the stir-frying of pork slices. Food Control, 123,
107855.",
F008,Luo_2019,2019,Korea,E274,Fish cake,?,?,,NA,PFUnDA,11,,Yes,Blanching,water-based,NA,100,5,Yes,No,NA,NA,NA,NA,200,C034,Shared control,NA,1,1,ng/g,0.23,NA,0.04,sd,technical,1,1,0.2,NA,0.08,technical,,ng/g,0.08,0.25,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E275,Fish cake,?,?,,NA,PFUnDA,11,,Yes,Blanching,water-based,NA,100,10,Yes,No,NA,NA,NA,NA,200,C035,Shared control,NA,1,1,ng/g,0.23,NA,0.04,sd,technical,1,1,0.19,NA,0.01,technical,,ng/g,0.08,0.25,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E276,Fish cake,?,?,,NA,PFUnDA,11,,Yes,Blanching,water-based,NA,100,20,Yes,No,NA,NA,NA,NA,200,C036,Shared control,NA,1,1,ng/g,0.23,NA,0.04,sd,technical,1,1,0.17,NA,0.02,technical,,ng/g,0.08,0.25,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E277,Fish cake,?,?,,NA,PFUnDA,11,,Yes,Boiling,water-based,NA,100,1200,Yes,No,NA,600,600,3,200,C037,Shared control,NA,1,1,ng/g,0.23,NA,0.04,sd,technical,1,1,0.15,NA,0.01,technical,,ng/g,0.08,0.25,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E278,Fish cake,?,?,,NA,PFUnDA,11,,Yes,Frying,oil-based,NA,200,90,Yes,No,NA,500,500,2.5,200,C038,Shared control,NA,1,1,ng/g,0.23,NA,0.04,sd,technical,1,1,0.18,NA,0.01,technical,,ng/g,0.08,0.25,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E279,Fish cake,?,?,,NA,PFUnDA,11,,Yes,Stir-frying,oil-based,NA,220,180,No,Yes,soybean oil,8.5,8.5,0.085,100,C039,Shared control,NA,1,1,ng/g,0.23,NA,0.04,sd,technical,1,1,0.17,NA,0.02,technical,,ng/g,0.08,0.25,NA,Table 2,No,"Stir-frying temperature anticipated (not provided in paper): 220 C according to Wang, Z., Cai, R., Yang, X., Gao, Z., Yuan, Y., & Yue, T. (2021). Changes in aroma components and potential Maillard
reaction products during the stir-frying of pork slices. Food Control, 123,
107855.",
F008,Luo_2019,2019,Korea,E280,Fish cake,?,?,,NA,PFDoDA,12,,No,Blanching,water-based,NA,100,5,Yes,No,NA,NA,NA,NA,200,C034,Shared control,NA,1,1,ng/g,0.09,NA,0.02,sd,technical,1,1,0.1,NA,0.01,technical,,ng/g,0.06,0.19,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E281,Fish cake,?,?,,NA,PFDoDA,12,,No,Blanching,water-based,NA,100,10,Yes,No,NA,NA,NA,NA,200,C035,Shared control,NA,1,1,ng/g,0.09,NA,0.02,sd,technical,1,1,0.06,NA,0.03,technical,,ng/g,0.06,0.19,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E282,Fish cake,?,?,,NA,PFDoDA,12,,No,Blanching,water-based,NA,100,20,Yes,No,NA,NA,NA,NA,200,C036,Shared control,NA,1,1,ng/g,0.09,NA,0.02,sd,technical,1,1,0.06,NA,0,technical,,ng/g,0.06,0.19,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E283,Fish cake,?,?,,NA,PFDoDA,12,,No,Boiling,water-based,NA,100,1200,Yes,No,NA,600,600,3,200,C037,Shared control,NA,1,1,ng/g,0.09,NA,0.02,sd,technical,1,1,0.03,NA,0,technical,,ng/g,0.06,0.19,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E284,Fish cake,?,?,,NA,PFDoDA,12,,No,Frying,oil-based,NA,200,90,Yes,No,NA,500,500,2.5,200,C038,Shared control,NA,1,1,ng/g,0.09,NA,0.02,sd,technical,1,1,0.03,NA,0.01,technical,,ng/g,0.06,0.19,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E285,Fish cake,?,?,,NA,PFDoDA,12,,No,Stir-frying,oil-based,NA,220,180,No,Yes,soybean oil,8.5,8.5,0.085,100,C039,Shared control,NA,1,1,ng/g,0.09,NA,0.02,sd,technical,1,1,0.04,NA,0,technical,,ng/g,0.06,0.19,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E286,Fish cake,?,?,,NA,PFTrA,13,,No,Blanching,water-based,NA,100,5,Yes,No,NA,NA,NA,NA,200,C034,Shared control,NA,1,1,ng/g,0.43,NA,0.06,sd,technical,1,1,0.54,NA,0.22,technical,,ng/g,0.05,0.16,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E287,Fish cake,?,?,,NA,PFTrA,13,,No,Blanching,water-based,NA,100,10,Yes,No,NA,NA,NA,NA,200,C035,Shared control,NA,1,1,ng/g,0.43,NA,0.06,sd,technical,1,1,0.36,NA,0.18,technical,,ng/g,0.05,0.16,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E288,Fish cake,?,?,,NA,PFTrA,13,,No,Blanching,water-based,NA,100,20,Yes,No,NA,NA,NA,NA,200,C036,Shared control,NA,1,1,ng/g,0.43,NA,0.06,sd,technical,1,1,0.27,NA,0.05,technical,,ng/g,0.05,0.16,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E289,Fish cake,?,?,,NA,PFTrA,13,,No,Boiling,water-based,NA,100,1200,Yes,No,NA,600,600,3,200,C037,Shared control,NA,1,1,ng/g,0.43,NA,0.06,sd,technical,1,1,0.31,NA,0.05,technical,,ng/g,0.05,0.16,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E290,Fish cake,?,?,,NA,PFTrA,13,,No,Frying,oil-based,NA,200,90,Yes,No,NA,500,500,2.5,200,C038,Shared control,NA,1,1,ng/g,0.43,NA,0.06,sd,technical,1,1,0.36,NA,0.1,technical,,ng/g,0.05,0.16,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E291,Fish cake,?,?,,NA,PFTrA,13,,No,Stir-frying,oil-based,NA,220,180,No,Yes,soybean oil,8.5,8.5,0.085,100,C039,Shared control,NA,1,1,ng/g,0.43,NA,0.06,sd,technical,1,1,0.28,NA,0.07,technical,,ng/g,0.05,0.16,NA,Table 2,No,"Stir-frying temperature anticipated (not provided in paper): 220 C according to Wang, Z., Cai, R., Yang, X., Gao, Z., Yuan, Y., & Yue, T. (2021). Changes in aroma components and potential Maillard
reaction products during the stir-frying of pork slices. Food Control, 123,
107855.",
F008,Luo_2019,2019,Korea,E292,Fish cake,?,?,,NA,PFTA,14,,No,Blanching,water-based,NA,100,5,Yes,No,NA,NA,NA,NA,200,C034,Shared control,NA,1,1,ng/g,0.24,NA,0.17,sd,technical,1,1,0.12,NA,0,technical,,ng/g,0.05,0.15,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E293,Fish cake,?,?,,NA,PFTA,14,,No,Blanching,water-based,NA,100,10,Yes,No,NA,NA,NA,NA,200,C035,Shared control,NA,1,1,ng/g,0.24,NA,0.17,sd,technical,1,1,0.15,NA,0.03,technical,,ng/g,0.05,0.15,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E294,Fish cake,?,?,,NA,PFTA,14,,No,Blanching,water-based,NA,100,20,Yes,No,NA,NA,NA,NA,200,C036,Shared control,NA,1,1,ng/g,0.24,NA,0.17,sd,technical,1,1,0.09,NA,0.09,technical,,ng/g,0.05,0.15,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E295,Fish cake,?,?,,NA,PFTA,14,,No,Boiling,water-based,NA,100,1200,Yes,No,NA,600,600,3,200,C037,Shared control,NA,1,1,ng/g,0.24,NA,0.17,sd,technical,1,1,0.07,NA,0.05,technical,,ng/g,0.05,0.15,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E296,Fish cake,?,?,,NA,PFTA,14,,No,Frying,oil-based,NA,200,90,Yes,No,NA,500,500,2.5,200,C038,Shared control,NA,1,1,ng/g,0.24,NA,0.17,sd,technical,1,1,0.05,LOD,0,technical,,ng/g,0.05,0.15,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E297,Fish cake,?,?,,NA,PFTA,14,,No,Stir-frying,oil-based,NA,220,180,No,Yes,soybean oil,8.5,8.5,0.085,100,C039,Shared control,NA,1,1,ng/g,0.24,NA,0.17,sd,technical,1,1,0.05,NA,0.02,technical,,ng/g,0.05,0.15,NA,Table 2,No,"Stir-frying temperature anticipated (not provided in paper): 220 C according to Wang, Z., Cai, R., Yang, X., Gao, Z., Yuan, Y., & Yue, T. (2021). Changes in aroma components and potential Maillard
reaction products during the stir-frying of pork slices. Food Control, 123,
107855.",
F008,Luo_2019,2019,Korea,E298,Fish cake,?,?,,NA,PFBS,4,,Yes,Blanching,water-based,NA,100,5,Yes,No,NA,NA,NA,NA,200,C034,Shared control,NA,1,1,ng/g,0.02,LOD,0,sd,technical,1,1,0.02,LOD,0,technical,,ng/g,0.02,0.07,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E299,Fish cake,?,?,,NA,PFBS,4,,Yes,Blanching,water-based,NA,100,10,Yes,No,NA,NA,NA,NA,200,C035,Shared control,NA,1,1,ng/g,0.02,LOD,0,sd,technical,1,1,0.02,LOD,0,technical,,ng/g,0.02,0.07,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E300,Fish cake,?,?,,NA,PFBS,4,,Yes,Blanching,water-based,NA,100,20,Yes,No,NA,NA,NA,NA,200,C036,Shared control,NA,1,1,ng/g,0.02,LOD,0,sd,technical,1,1,0.07,NA,0.04,technical,,ng/g,0.02,0.07,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E301,Fish cake,?,?,,NA,PFBS,4,,Yes,Boiling,water-based,NA,100,1200,Yes,No,NA,600,600,3,200,C037,Shared control,NA,1,1,ng/g,0.02,LOD,0,sd,technical,1,1,0.02,LOD,0,technical,,ng/g,0.02,0.07,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E302,Fish cake,?,?,,NA,PFBS,4,,Yes,Frying,oil-based,NA,200,90,Yes,No,NA,500,500,2.5,200,C038,Shared control,NA,1,1,ng/g,0.02,LOD,0,sd,technical,1,1,0.02,LOD,0,technical,,ng/g,0.02,0.07,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E303,Fish cake,?,?,,NA,PFBS,4,,Yes,Stir-frying,oil-based,NA,220,180,No,Yes,soybean oil,8.5,8.5,0.085,100,C039,Shared control,NA,1,1,ng/g,0.02,LOD,0,sd,technical,1,1,0.02,LOD,0,technical,,ng/g,0.02,0.07,NA,Table 2,No,"Stir-frying temperature anticipated (not provided in paper): 220 C according to Wang, Z., Cai, R., Yang, X., Gao, Z., Yuan, Y., & Yue, T. (2021). Changes in aroma components and potential Maillard
reaction products during the stir-frying of pork slices. Food Control, 123,
107855.",
F008,Luo_2019,2019,Korea,E304,Fish cake,?,?,,NA,PFHxS,6,,Yes,Blanching,water-based,NA,100,5,Yes,No,NA,NA,NA,NA,200,C034,Shared control,NA,1,1,ng/g,0.06,NA,0.03,sd,technical,1,1,0.06,NA,0.01,technical,,ng/g,0.08,0.25,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E305,Fish cake,?,?,,NA,PFHxS,6,,Yes,Blanching,water-based,NA,100,10,Yes,No,NA,NA,NA,NA,200,C035,Shared control,NA,1,1,ng/g,0.06,NA,0.03,sd,technical,1,1,0.1,NA,0.04,technical,,ng/g,0.08,0.25,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E306,Fish cake,?,?,,NA,PFHxS,6,,Yes,Blanching,water-based,NA,100,20,Yes,No,NA,NA,NA,NA,200,C036,Shared control,NA,1,1,ng/g,0.06,NA,0.03,sd,technical,1,1,0.06,NA,0,technical,,ng/g,0.08,0.25,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E307,Fish cake,?,?,,NA,PFHxS,6,,Yes,Boiling,water-based,NA,100,1200,Yes,No,NA,600,600,3,200,C037,Shared control,NA,1,1,ng/g,0.06,NA,0.03,sd,technical,1,1,0.08,LOD,0,technical,,ng/g,0.08,0.25,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E308,Fish cake,?,?,,NA,PFHxS,6,,Yes,Frying,oil-based,NA,200,90,Yes,No,NA,500,500,2.5,200,C038,Shared control,NA,1,1,ng/g,0.06,NA,0.03,sd,technical,1,1,0.08,LOD,0,technical,,ng/g,0.08,0.25,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E309,Fish cake,?,?,,NA,PFHxS,6,,Yes,Stir-frying,oil-based,NA,220,180,No,Yes,soybean oil,8.5,8.5,0.085,100,C039,Shared control,NA,1,1,ng/g,0.06,NA,0.03,sd,technical,1,1,0.08,LOD,0,technical,,ng/g,0.08,0.25,NA,Table 2,No,"Stir-frying temperature anticipated (not provided in paper): 220 C according to Wang, Z., Cai, R., Yang, X., Gao, Z., Yuan, Y., & Yue, T. (2021). Changes in aroma components and potential Maillard
reaction products during the stir-frying of pork slices. Food Control, 123,
107855.",
F008,Luo_2019,2019,Korea,E310,Fish cake,?,?,,NA,PFDS,10,,No,Blanching,water-based,NA,100,5,Yes,No,NA,NA,NA,NA,200,C034,Shared control,NA,1,1,ng/g,0.01,NA,0.01,sd,technical,1,1,0.02,NA,0.01,technical,,ng/g,0.09,0.27,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E311,Fish cake,?,?,,NA,PFDS,10,,No,Blanching,water-based,NA,100,10,Yes,No,NA,NA,NA,NA,200,C035,Shared control,NA,1,1,ng/g,0.01,NA,0.01,sd,technical,1,1,0.09,LOD,0,technical,,ng/g,0.09,0.27,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E312,Fish cake,?,?,,NA,PFDS,10,,No,Blanching,water-based,NA,100,20,Yes,No,NA,NA,NA,NA,200,C036,Shared control,NA,1,1,ng/g,0.01,NA,0.01,sd,technical,1,1,0.09,LOD,0,technical,,ng/g,0.09,0.27,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E313,Fish cake,?,?,,NA,PFDS,10,,No,Boiling,water-based,NA,100,1200,Yes,No,NA,600,600,3,200,C037,Shared control,NA,1,1,ng/g,0.01,NA,0.01,sd,technical,1,1,0.09,LOD,0,technical,,ng/g,0.09,0.27,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E314,Fish cake,?,?,,NA,PFDS,10,,No,Frying,oil-based,NA,200,90,Yes,No,NA,500,500,2.5,200,C038,Shared control,NA,1,1,ng/g,0.01,NA,0.01,sd,technical,1,1,0.09,LOD,0,technical,,ng/g,0.09,0.27,NA,Table 2,No,,
F008,Luo_2019,2019,Korea,E315,Fish cake,?,?,,NA,PFDS,10,,No,Stir-frying,oil-based,NA,220,180,No,Yes,soybean oil,8.5,8.5,0.085,100,C039,Shared control,NA,1,1,ng/g,0.01,NA,0.01,sd,technical,1,1,0.09,LOD,0,technical,,ng/g,0.09,0.27,NA,Table 2,No,"Stir-frying temperature anticipated (not provided in paper): 220 C according to Wang, Z., Cai, R., Yang, X., Gao, Z., Yuan, Y., & Yue, T. (2021). Changes in aroma components and potential Maillard
reaction products during the stir-frying of pork slices. Food Control, 123,
107855.",
F008,Luo_2019,2019,Korea,E316,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFOA,8,,Yes,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,20.79,NA,0.17,sd,technical,5,1,16.77,NA,0.42,technical,,ng/g,0.06,0.19,Dependent,Table 4,No,"Scientific name of swimming crab not provided in paper, inferred as this species of swimming crab is commonly eaten in South korea (Kim, S., Lee, M.J., Lee, J.J., Choi, S.H. and Kim, B.S., 2017. Analysis of microbiota of the swimming crab (Portunus trituberculatus) in South Korea to identify risk markers for foodborne illness. LWT, 86, pp.483-491.)",
F008,Luo_2019,2019,Korea,E317,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFOS,8,,Yes,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,0.81,NA,0.02,sd,technical,5,1,0.74,NA,0.03,technical,,ng/g,0.07,0.07,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E318,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFBA,3,,No,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,0.14,NA,0.01,sd,technical,5,1,0.04,NA,0.01,technical,,ng/g,0.06,0.19,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E319,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFHpA,7,,No,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,0.37,NA,0.03,sd,technical,5,1,0.32,NA,0.01,technical,,ng/g,0.06,0.17,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E320,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFNA,9,,Yes,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,2.89,NA,0.02,sd,technical,5,1,2.3,NA,0.03,technical,,ng/g,0.03,0.08,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E321,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFDA,10,,Yes,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,0.66,NA,0.02,sd,technical,5,1,0.57,NA,0.02,technical,,ng/g,0.04,0.11,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E322,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFUnDA,11,,Yes,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,0.93,NA,0.01,sd,technical,5,1,0.79,NA,0.02,technical,,ng/g,0.08,0.25,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E323,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFDoDA,12,,No,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,0.25,NA,0.02,sd,technical,5,1,0.23,NA,0.01,technical,,ng/g,0.06,0.19,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E324,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFTrA,13,,No,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,1.12,NA,0.06,sd,technical,5,1,1.38,NA,0.09,technical,,ng/g,0.05,0.16,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E325,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFTA,14,,No,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,0.28,NA,0.01,sd,technical,5,1,0.26,NA,0.02,technical,,ng/g,0.05,0.15,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E326,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFHxS,6,,Yes,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,0.48,NA,0.03,sd,technical,5,1,0.33,NA,0.03,technical,,ng/g,0.08,0.25,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E327,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,PFDS,10,,No,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,0.04,NA,0.01,sd,technical,5,1,0.04,NA,0.01,technical,,ng/g,0.09,0.27,Dependent,Table 4,No,,
F008,Luo_2019,2019,Korea,E328,Swimming crab,Portunus trituberculatus,invertebrate,crustacea,NA,FOSA,8,,Yes,Boiling,water-based,Boiled with radish,100,600,Yes,No,NA,2500,2500,2.5,1000,C040,Shared control,NA,5,1,ng/g,1.54,NA,0.09,sd,technical,5,1,2.55,NA,0.19,technical,,ng/g,0.04,0.11,Dependent,Table 4,No,,
F010,Sungur_2019,2019,Turkey,E329,Bluefish,Pomatomus saltator,vertebrate,marine fish,NA,PFOA,8,NA,Yes,Boiling,water-based,NA,100,600,Yes,No,NA,300,300,30,10,C041,Shared control,NA,10,1,ng/g,0.232,NA,0.001,sd,technical,10,1,0.159,NA,0.001,technical,3,ng/g,0.009,0.03,Dependent,Table 3,No,Authors replied,ML - note shared controls for differend cooking times and methods
F010,Sungur_2019,2019,Turkey,E330,Bluefish,Pomatomus saltator,vertebrate,marine fish,NA,PFOA,8,NA,Yes,Boiling,water-based,NA,100,900,Yes,No,NA,300,300,30,10,C042,Shared control,NA,10,1,ng/g,0.232,NA,0.001,sd,technical,10,1,0.117,NA,0.001,technical,3,ng/g,0.009,0.03,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E331,Bluefish,Pomatomus saltator,vertebrate,marine fish,NA,PFOA,8,NA,Yes,Boiling,water-based,NA,100,1200,Yes,No,NA,300,300,30,10,C043,Shared control,NA,10,1,ng/g,0.232,NA,0.001,sd,technical,10,1,0.079,NA,0.001,technical,3,ng/g,0.009,0.03,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E332,Bluefish,Pomatomus saltator,vertebrate,marine fish,NA,PFOA,8,NA,Yes,Baking,No liquid,NA,160,600,No,No,NA,NA,0,NA,NA,C044,Shared control,NA,10,1,ng/g,0.232,NA,0.001,sd,technical,10,1,0.142,NA,0.001,technical,3,ng/g,0.009,0.03,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E333,Bluefish,Pomatomus saltator,vertebrate,marine fish,NA,PFOA,8,NA,Yes,Baking,No liquid,NA,160,900,No,No,NA,NA,0,NA,NA,C045,Shared control,NA,10,1,ng/g,0.232,NA,0.001,sd,technical,10,1,0.116,NA,0.001,technical,3,ng/g,0.009,0.03,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E334,Bluefish,Pomatomus saltator,vertebrate,marine fish,NA,PFOA,8,NA,Yes,Baking,No liquid,NA,160,1200,No,No,NA,NA,0,NA,NA,C046,Shared control,NA,10,1,ng/g,0.232,NA,0.001,sd,technical,10,1,0.098,NA,0.001,technical,3,ng/g,0.009,0.03,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E335,Bluefish,Pomatomus saltator,vertebrate,marine fish,NA,PFOA,8,NA,Yes,Frying,oil-based,in olive oil,160,600,No,Yes,olive oil,300,300,30,10,C047,Shared control,NA,10,1,ng/g,0.232,NA,0.001,sd,technical,10,1,0.14,NA,0.001,technical,3,ng/g,0.009,0.03,Dependent,Table 3,No,Authors replied,
F010,Sungur_2019,2019,Turkey,E336,Bluefish,Pomatomus saltator,vertebrate,marine fish,NA,PFOA,8,NA,Yes,Frying,oil-based,in olive oil,160,900,No,Yes,olive oil,300,300,30,10,C048,Shared control,NA,10,1,ng/g,0.232,NA,0.001,sd,technical,10,1,0.133,NA,0.001,technical,3,ng/g,0.009,0.03,Dependent,Table 3,No,Authors replied,
