"Study_ID","Author_year","Publication_year","Country_firstAuthor","Effect_ID","Species_common","Species_Scientific","Invertebrate_vertebrate","Weight_sample_g","PFAS_type","PFAS_carbon_chain","linear_total","Choice_of_9","Cooking_method","Cooking_Category","Comments_cooking","Temperature_in_Celsius","Length_cooking_time_in_s","Water","Oil","Oil_type","Volume_liquid_ml","Cohort_ID","Cohort_comment","Nc","Pooled_Nc","Unit_PFAS_conc","Mc","Mc_comment","Sc","sd","Sc_technical_biological","Ne","Pooled_Ne","Me","Me_comment","Se","Se_technical_biological","If_technical_how_many","Unit_LOD_LOQ","LOD","LOQ","Design","DataSource","Raw_data_provided","General_comments","checked"
"F006","Hu_2020",2020,"China","E201","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"FOSA",8,NA,"Yes","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,5,"ng/g",2.599043715847,"NA",1.68892530218761,"sd","biological",5,5,2.28142076502732,"NA",0.430401821023894,"biological",NA,"ng/g","Not provided","0.026","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F007","Kim_2020",2020,"Korea","E202","Mackerel","Scomber japonicus","vertebrate",100,"PFOA",8,NA,"Yes","Grilling","oil-based","NA",NA,360,"No","Yes","Not specified",5,"C030","NA",10,1,"ng/g",0.07,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.","ML"
"F007","Kim_2020",2020,"Korea","E203","Mackerel","Scomber japonicus","vertebrate",100,"PFOA",8,NA,"Yes","Braising","water-based","NA",100,1500,"Yes","No","NA",250,"C031","NA",10,1,"ng/g",0.07,"NA",0.01,"sd","technical",10,1,0.11,"NA",0,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E204","Mackerel","Scomber japonicus","vertebrate",100,"PFOA",8,NA,"Yes","Steaming","water-based","NA",100,900,"Yes","No","NA",250,"C032","NA",10,1,"ng/g",0.07,"NA",0.01,"sd","technical",10,1,0.02,"NA",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E205","Mackerel","Scomber japonicus","vertebrate",100,"PFOA",8,NA,"Yes","Frying","oil-based","NA",160,300,"No","Yes","Not specified",750,"C033","NA",10,1,"ng/g",0.07,"NA",0.01,"sd","technical",10,1,0.09,"NA",0.06,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E206","Mackerel","Scomber japonicus","vertebrate",100,"PFBA",3,NA,"No","Grilling","oil-based","NA",NA,360,"No","Yes","Not specified",5,"C030","NA",10,1,"ng/g",0.16,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E207","Mackerel","Scomber japonicus","vertebrate",100,"PFBA",3,NA,"No","Braising","water-based","NA",100,1500,"Yes","No","NA",250,"C031","NA",10,1,"ng/g",0.16,"NA",0.01,"sd","technical",10,1,0.13,"NA",0.04,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E208","Mackerel","Scomber japonicus","vertebrate",100,"PFBA",3,NA,"No","Steaming","water-based","NA",100,900,"Yes","No","NA",250,"C032","NA",10,1,"ng/g",0.16,"NA",0.01,"sd","technical",10,1,0.14,"NA",0.01,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E209","Mackerel","Scomber japonicus","vertebrate",100,"PFBA",3,NA,"No","Frying","oil-based","NA",160,300,"No","Yes","Not specified",750,"C033","NA",10,1,"ng/g",0.16,"NA",0.01,"sd","technical",10,1,0.09,"NA",0,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E210","Mackerel","Scomber japonicus","vertebrate",100,"PFHpA",7,NA,"No","Grilling","oil-based","NA",NA,360,"No","Yes","Not specified",5,"C030","NA",10,1,"ng/g",0.07,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E211","Mackerel","Scomber japonicus","vertebrate",100,"PFHpA",7,NA,"No","Braising","water-based","NA",100,1500,"Yes","No","NA",250,"C031","NA",10,1,"ng/g",0.07,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E212","Mackerel","Scomber japonicus","vertebrate",100,"PFHpA",7,NA,"No","Steaming","water-based","NA",100,900,"Yes","No","NA",250,"C032","NA",10,1,"ng/g",0.07,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E213","Mackerel","Scomber japonicus","vertebrate",100,"PFHpA",7,NA,"No","Frying","oil-based","NA",160,300,"No","Yes","Not specified",750,"C033","NA",10,1,"ng/g",0.07,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E214","Mackerel","Scomber japonicus","vertebrate",100,"PFDoDA",12,NA,"No","Grilling","oil-based","NA",NA,360,"No","Yes","Not specified",5,"C030","NA",10,1,"ng/g",0.02,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E215","Mackerel","Scomber japonicus","vertebrate",100,"PFDoDA",12,NA,"No","Braising","water-based","NA",100,1500,"Yes","No","NA",250,"C031","NA",10,1,"ng/g",0.02,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E216","Mackerel","Scomber japonicus","vertebrate",100,"PFDoDA",12,NA,"No","Steaming","water-based","NA",100,900,"Yes","No","NA",250,"C032","NA",10,1,"ng/g",0.02,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E217","Mackerel","Scomber japonicus","vertebrate",100,"PFDoDA",12,NA,"No","Frying","oil-based","NA",160,300,"No","Yes","Not specified",750,"C033","NA",10,1,"ng/g",0.02,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E218","Mackerel","Scomber japonicus","vertebrate",100,"PFTrA",13,NA,"No","Grilling","oil-based","NA",NA,360,"No","Yes","Not specified",5,"C030","NA",10,1,"ng/g",0.08,"NA",0.01,"sd","technical",10,1,0.05,"NA",0,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E219","Mackerel","Scomber japonicus","vertebrate",100,"PFTrA",13,NA,"No","Braising","water-based","NA",100,1500,"Yes","No","NA",250,"C031","NA",10,1,"ng/g",0.08,"NA",0.01,"sd","technical",10,1,0.06,"NA",0.02,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E220","Mackerel","Scomber japonicus","vertebrate",100,"PFTrA",13,NA,"No","Steaming","water-based","NA",100,900,"Yes","No","NA",250,"C032","NA",10,1,"ng/g",0.08,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E221","Mackerel","Scomber japonicus","vertebrate",100,"PFTrA",13,NA,"No","Frying","oil-based","NA",160,300,"No","Yes","Not specified",750,"C033","NA",10,1,"ng/g",0.08,"NA",0.01,"sd","technical",10,1,0.06,"NA",0,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E222","Mackerel","Scomber japonicus","vertebrate",100,"PFBS",4,NA,"Yes","Grilling","oil-based","NA",NA,360,"No","Yes","Not specified",5,"C030","NA",10,1,"ng/g",0.19,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E223","Mackerel","Scomber japonicus","vertebrate",100,"PFBS",4,NA,"Yes","Braising","water-based","NA",100,1500,"Yes","No","NA",250,"C031","NA",10,1,"ng/g",0.19,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E224","Mackerel","Scomber japonicus","vertebrate",100,"PFBS",4,NA,"Yes","Steaming","water-based","NA",100,900,"Yes","No","NA",250,"C032","NA",10,1,"ng/g",0.19,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F007","Kim_2020",2020,"Korea","E225","Mackerel","Scomber japonicus","vertebrate",100,"PFBS",4,NA,"Yes","Frying","oil-based","NA",160,300,"No","Yes","Not specified",750,"C033","NA",10,1,"ng/g",0.19,"NA",0.01,"sd","technical",10,1,0.02,"LOD",NA,"technical",NA,"ng/g","0.02 to 0.09","0.08 to 0.27","Shared control","Table 2","No","We assumed the lowest value (0.02) for LOD.",NA
"F008","Luo_2019",2019,"Korea","E316","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFOA",8,NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",20.79,"NA",0.17,"sd","technical",5,1,16.77,"NA",0.42,"technical",NA,"ng/g","0.06","0.19","Dependent","Table 4","No","Scientific name of swimming crab not provided in paper, inferred as this species of swimming crab is commonly eaten in South korea (Kim, S., Lee, M.J., Lee, J.J., Choi, S.H. and Kim, B.S., 2017. Analysis of microbiota of the swimming crab (Portunus trituberculatus) in South Korea to identify risk markers for foodborne illness. LWT, 86, pp.483-491.)",NA
"F008","Luo_2019",2019,"Korea","E317","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFOS",8,NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",0.81,"NA",0.02,"sd","technical",5,1,0.74,"NA",0.03,"technical",NA,"ng/g","0.07","0.07","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E318","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFBA",3,NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",0.14,"NA",0.01,"sd","technical",5,1,0.04,"NA",0.01,"technical",NA,"ng/g","0.06","0.19","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E319","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFHpA",7,NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",0.37,"NA",0.03,"sd","technical",5,1,0.32,"NA",0.01,"technical",NA,"ng/g","0.06","0.17","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E320","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFNA",9,NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",2.89,"NA",0.02,"sd","technical",5,1,2.3,"NA",0.03,"technical",NA,"ng/g","0.03","0.08","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E321","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFDA",10,NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",0.66,"NA",0.02,"sd","technical",5,1,0.57,"NA",0.02,"technical",NA,"ng/g","0.04","0.11","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E322","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFUnDA",11,NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",0.93,"NA",0.01,"sd","technical",5,1,0.79,"NA",0.02,"technical",NA,"ng/g","0.08","0.25","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E323","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFDoDA",12,NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",0.25,"NA",0.02,"sd","technical",5,1,0.23,"NA",0.01,"technical",NA,"ng/g","0.06","0.19","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E324","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFTrA",13,NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",1.12,"NA",0.06,"sd","technical",5,1,1.38,"NA",0.09,"technical",NA,"ng/g","0.05","0.16","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E325","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFTA",14,NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",0.28,"NA",0.01,"sd","technical",5,1,0.26,"NA",0.02,"technical",NA,"ng/g","0.05","0.15","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E326","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFHxS",6,NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",0.48,"NA",0.03,"sd","technical",5,1,0.33,"NA",0.03,"technical",NA,"ng/g","0.08","0.25","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E327","Swimming crab","Portunus trituberculatus","invertebrate",NA,"PFDS",10,NA,"No","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",0.04,"NA",0.01,"sd","technical",5,1,0.04,"NA",0.01,"technical",NA,"ng/g","0.09","0.27","Dependent","Table 4","No",NA,NA
"F008","Luo_2019",2019,"Korea","E328","Swimming crab","Portunus trituberculatus","invertebrate",NA,"FOSA",8,NA,"Yes","Boiling","water-based","Boiled with radish",100,600,"Yes","No","NA",2500,"C040","NA",5,1,"ng/g",1.54,"NA",0.09,"sd","technical",5,1,2.55,"NA",0.19,"technical",NA,"ng/g","0.04","0.11","Dependent","Table 4","No",NA,NA
"F010","Sungur_2019",2019,"Turkey","E329","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,600,"Yes","No","NA",300,"C041","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.159,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied","ML - note shared controls for differend cooking times and methods"
"F010","Sungur_2019",2019,"Turkey","E330","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,900,"Yes","No","NA",300,"C042","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.117,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E331","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",300,"C043","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.079,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E332","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,600,"No","No","NA",300,"C044","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.142,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E333","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,900,"No","No","NA",300,"C045","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.116,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E334","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,1200,"No","No","NA",300,"C046","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.098,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E335","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in olive oil",160,600,"No","Yes","olive oil",300,"C047","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.14,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E336","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in olive oil",160,900,"No","Yes","olive oil",300,"C048","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.133,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E337","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in olive oil",160,1200,"No","Yes","olive oil",300,"C049","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.071,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E338","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in sunflower oil",160,600,"No","Yes","sunflower oil",300,"C050","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.201,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E339","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in sunflower oil",160,900,"No","Yes","sunflower oil",300,"C051","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.059,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E340","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOA",8,"NA","Yes","Frying","oil-based","in sunflower oil",160,1200,"No","Yes","sunflower oil",300,"C052","NA",10,1,"ng/g",0.232,"NA",0.001,"sd","technical",10,1,0.048,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E341","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","NA",100,600,"Yes","No","NA",300,"C041","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,14.7,"NA",0.009,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E342","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","NA",100,900,"Yes","No","NA",300,"C042","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,9.35,"NA",0.008,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E343","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",300,"C043","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,3.66,"NA",0.004,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E344","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","No liquid","NA",160,600,"No","No","NA",300,"C044","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,5.63,"NA",0.005,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E345","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","No liquid","NA",160,900,"No","No","NA",300,"C045","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,4.5,"NA",0.004,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E346","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Baking","No liquid","NA",160,1200,"No","No","NA",300,"C046","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,3.77,"NA",0.004,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E347","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,600,"No","Yes","olive oil",300,"C047","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,8.28,"NA",0.007,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E348","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,900,"No","Yes","olive oil",300,"C048","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,6.62,"NA",0.006,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E349","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in olive oil",160,1200,"No","Yes","olive oil",300,"C049","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,3.48,"NA",0.004,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E350","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,600,"No","Yes","sunflower oil",300,"C050","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,4.49,"NA",0.004,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E351","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,900,"No","Yes","sunflower oil",300,"C051","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,3.05,"NA",0.004,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E352","Bluefish","Pomatomus saltator","vertebrate",NA,"PFOS",8,"linear","Yes","Frying","oil-based","in sunflower oil",160,1200,"No","Yes","sunflower oil",300,"C052","NA",10,1,"ng/g",24,"NA",0.011,"sd","technical",10,1,2.83,"NA",0.003,"technical",3,"ng/g","0.006","0.020","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E353","Red mullet","Mullus barbatus","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,600,"Yes","No","NA",300,"C053","NA",10,1,"ng/g",0.214,"NA",0.001,"sd","technical",10,1,0.196,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E354","Red mullet","Mullus barbatus","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,900,"Yes","No","NA",300,"C054","NA",10,1,"ng/g",0.214,"NA",0.001,"sd","technical",10,1,0.118,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E355","Red mullet","Mullus barbatus","vertebrate",NA,"PFOA",8,"NA","Yes","Boiling","water-based","NA",100,1200,"Yes","No","NA",300,"C055","NA",10,1,"ng/g",0.214,"NA",0.001,"sd","technical",10,1,0.084,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E356","Red mullet","Mullus barbatus","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,600,"No","No","NA",NA,"C056","NA",10,1,"ng/g",0.214,"NA",0.001,"sd","technical",10,1,0.203,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E357","Red mullet","Mullus barbatus","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,900,"No","No","NA",NA,"C057","NA",10,1,"ng/g",0.214,"NA",0.001,"sd","technical",10,1,0.139,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
"F010","Sungur_2019",2019,"Turkey","E358","Red mullet","Mullus barbatus","vertebrate",NA,"PFOA",8,"NA","Yes","Baking","No liquid","NA",160,1200,"No","No","NA",NA,"C058","NA",10,1,"ng/g",0.214,"NA",0.001,"sd","technical",10,1,0.104,"NA",0.001,"technical",3,"ng/g","0.009","0.030","Shared control","Table 3","No","Authors replied",NA
